,city,hml,target
3980,Watsonville,High,No
3981,Sioux City,Medium,Yes
3982,North Bethesda,Medium,No
3983,Shelby,Medium,No
3984,Crystal Lake,Low,Yes
3985,Montgomery Village,Low,Yes
3986,Passaic,Medium,Yes
3987,Fort Wayne,Medium,No
3988,Pleasanton,Medium,No
3989,Jupiter,Medium,No
3990,Dothan,High,No
3991,Rockford,High,No
3992,Pocatello,High,No
3993,Hoboken,Low,Yes
3994,Fond du Lac,High,No
3995,NA,NA,Yes
3996,Florence-Graham,Low,No
3997,Minnetonka,Medium,No
3998,Saint Louis Park,Medium,No
3999,Chandler,Low,No
4000,Alameda,Medium,No
4001,NA,Low,No
4002,Grand Island,Medium,No
4003,Peoria,Low,No
4004,DeKalb,Medium,No
4005,Peoria,Medium,No
4006,Overland Park,Medium,No
4007,Austin,Medium,No
4008,West Sacramento,High,No
4009,Cary,Low,No
4010,Ames,Low,Yes
4011,Bolingbrook,Low,No
4012,Rockford,Medium,No
4013,Garden Grove,High,No
4014,NA,High,No
4015,Saint Louis Park,High,No
4016,Kalamazoo,High,No
4017,Fort Worth,Low,No
4018,Fort Smith,High,No
4019,Eau Claire,Medium,No
4020,Pearland,Low,No
4021,Pittsburgh,High,No
4022,Woodland,Low,Yes
4023,Sioux City,NA,No
4024,Nashua,Low,Yes
4025,NA,Medium,No
4026,Ellicott City,Medium,No
4027,Kendall,Low,Yes
4028,Joliet,Medium,No
4029,San Clemente,Medium,No
4030,NA,Low,Yes
4031,Hilo,Medium,No
4032,Chandler,Low,No
4033,Alameda,Low,No
4034,West Sacramento,Medium,No
4035,Elizabeth,Medium,No
4036,Shelby,Low,Yes
4037,Bryan,High,No
4038,NA,NA,No
4039,Wilson,Low,Yes
4040,Fort Worth,Medium,No
4041,Walnut Creek,Low,No
4042,Mesa,High,No
4043,Pleasanton,High,No
4044,San Clemente,High,No
4045,Pharr,Low,No
4046,San Clemente,High,No
4047,Citrus Heights,Low,No
4048,Wheaton-Glenmont,Low,No
4049,Bellflower,Medium,No
4050,NA,Medium,No
4051,Fort Wayne,Low,No
4052,Bridgewater,Medium,No
4053,Pittsburgh,High,No
4054,Somerville,Medium,No
4055,Hoboken,Medium,No
4056,Hoboken,Medium,No
4057,Woodland,High,No
4058,Minneapolis,Low,No
4059,Westminster,Medium,No
4060,Hilo,Medium,No
4061,DeKalb,High,No
4062,Toledo,Low,No
4063,Wilkes-Barre,Low,Yes
4064,Gilbert,Low,No
4065,Concord,Medium,No
4066,Wheaton-Glenmont,Medium,No
4067,Blacksburg,High,No
4068,Hamilton,High,No
4069,Chandler,Medium,No
4070,Salt Lake City,High,No
4071,Athens-Clarke,High,No
4072,Indio,Low,No
4073,Peoria,Medium,No
4074,Blacksburg,Medium,Yes
4075,Toledo,Medium,No
4076,Westminster,High,No
4077,Crystal Lake,Medium,No
4078,Apple Valley,High,No
4079,Wilkes-Barre,Low,No
4080,Dothan,Medium,No
4081,Eau Claire,Low,No
4082,Sioux City,High,No
4083,Wheaton-Glenmont,Medium,No
4084,Racine,Medium,No
4085,Bellflower,Low,No
4086,West Orange,Low,No
4087,Passaic,Low,Yes
4088,Pittsburgh,Low,Yes
4089,Minnetonka,Low,No
4090,Boynton Beach,High,No
4091,Watsonville,High,Yes
4092,Peoria,Low,No
4093,Boynton Beach,High,No
4094,Detroit,Low,No
4095,Westminster,Medium,No
4096,Shelby,High,No
4097,Gilbert,Medium,No
4098,Topeka,High,No
4099,Broken Arrow,Low,No
4100,Blacksburg,Medium,No
4101,Franconia,Low,No
4102,Hemet,High,No
4103,NA,High,No
4104,Vacaville,High,No
4105,Beaverton,Low,No
4106,NA,Medium,No
4107,Grand Island,High,No
4108,Hattiesburg,Low,Yes
4109,Walnut Creek,Medium,No
4110,Citrus Heights,Low,Yes
4111,Passaic,Medium,No
4112,Shelby,Low,No
4113,Fort Smith,Medium,No
4114,Fort Myers,Medium,No
4115,Edinburg,Medium,No
4116,Wilson,High,No
4117,Wheaton-Glenmont,Low,No
4118,Woodland,High,Yes
4119,Florence-Graham,High,No
4120,Hamilton,Medium,No
4121,West Orange,Medium,No
4122,Grand Island,Low,Yes
4123,Florence-Graham,High,No
4124,Eau Claire,Low,No
4125,Chandler,Medium,No
4126,Vacaville,High,No
4127,Cherry Hill,High,No
4128,Racine,Medium,No
4129,Charleston,Low,No
4130,Kalamazoo,Medium,No
4131,Vacaville,Medium,No
4132,Westminster,High,Yes
4133,Saint Louis Park,Low,Yes
4134,Florence-Graham,High,Yes
4135,West Orange,Medium,No
4136,Toledo,High,No
4137,Montgomery Village,Medium,No
4138,Glendora,Medium,No
4139,Lynwood,Low,Yes
4140,Sioux City,High,No
4141,Joliet,High,No
4142,Athens-Clarke,Low,No
4143,North Bethesda,High,No
4144,Hattiesburg,NA,No
4145,Vacaville,Medium,No
4146,Austin,NA,No
4147,Minneapolis,Low,No
4148,Grand Island,High,Yes
4149,Battle Creek,Medium,No
4150,Wilson,Medium,No
4151,Fond du Lac,Low,Yes
4152,Pasco,Medium,No
4153,Apple Valley,High,No
4154,Newport News,Medium,No
4155,Vacaville,Medium,No
4156,Hoboken,Medium,No
4157,Sarasota,High,No
4158,Pocatello,High,No
4159,Hemet,Low,No
4160,Hamilton,Low,No
4161,Edinburg,Low,No
4162,NA,Low,Yes
4163,Somerville,High,No
4164,Fort Wayne,Low,No
4165,Woodland,High,No
4166,Fort Smith,High,No
4167,Newport News,High,No
4168,Westminster,High,No
4169,Gilbert,High,No
4170,Austin,High,No
4171,Pittsburgh,Low,No
4172,Chandler,High,Yes
4173,Citrus Heights,High,No
4174,Kalamazoo,Low,No
4175,Wilson,Medium,No
4176,Joliet,Low,No
4177,Newport News,Low,No
4178,Nashua,Medium,No
4179,DeKalb,High,No
4180,Athens-Clarke,Low,Yes
4181,Blacksburg,High,No
4182,Woodland,High,No
4183,Chico,High,No
4184,Kendall,Low,No
4185,Joliet,Low,No
4186,Toledo,NA,Yes
4187,Minneapolis,Low,No
4188,Citrus Heights,High,No
4189,San Buenaventura,Medium,No
4190,Blacksburg,High,No
4191,Detroit,High,No
4192,Minneapolis,Medium,No
4193,Apple Valley,Medium,No
4194,Minneapolis,Medium,No
4195,Salt Lake City,Low,No
4196,Charleston,Medium,No
4197,Broken Arrow,Low,No
4198,NA,Medium,No
4199,Joliet,High,No
4200,Citrus Heights,High,No
4201,Minneapolis,Medium,No
4202,Hartford,Low,No
4203,Concord,High,No
4204,Shelby,Medium,Yes
4205,Lynwood,Medium,No
4206,Blacksburg,Low,No
4207,Kendall,Low,No
4208,Fort Worth,Medium,No
4209,Wilson,Low,Yes
4210,Fond du Lac,Low,No
4211,Edinburg,Medium,No
4212,Montgomery Village,High,No
4213,Fort Smith,Medium,Yes
4214,Minnetonka,Low,Yes
4215,Austin,High,No
4216,Carson,High,No
4217,Grand Island,High,No
4218,Peoria,Low,Yes
4219,Wheaton-Glenmont,Low,No
4220,North Bethesda,Medium,No
4221,Hilo,High,No
4222,Glendora,Medium,No
4223,Jupiter,NA,No
4224,Bellflower,NA,No
4225,Racine,High,No
4226,Battle Creek,Low,Yes
4227,Boynton Beach,Medium,No
4228,Haverhill,Low,No
4229,Nashua,Medium,No
4230,Hamilton,Medium,No
4231,Saint Louis Park,Medium,No
4232,Newport News,High,No
4233,Wilson,Low,No
4234,Bridgewater,Low,Yes
4235,Yonkers,Medium,No
4236,Pharr,Medium,No
4237,Concord,Low,No
4238,Glendora,High,No
4239,Pittsburgh,High,No
4240,Edinburg,High,No
4241,West Sacramento,High,No
4242,Fort Wayne,Low,No
4243,Wilkes-Barre,NA,Yes
4244,Apple Valley,Medium,No
4245,Bloomfield,Medium,No
4246,Ames,Low,No
4247,NA,High,No
4248,Fort Myers,Medium,No
4249,Fort Wayne,Low,No
4250,Charleston,Low,No
4251,DeKalb,NA,No
4252,Yorba Linda,Low,No
4253,Gilbert,High,No
4254,Wilson,Medium,No
4255,Pleasanton,High,No
4256,Westland,Medium,No
4257,NA,High,No
4258,Findlay,Medium,No
4259,Edinburg,Medium,No
4260,Kalamazoo,High,No
4261,Joliet,Low,No
4262,Florence-Graham,Low,No
4263,Indio,High,No
4264,Pearland,High,No
4265,NA,Low,Yes
4266,Mesa,High,No
4267,Lynwood,High,No
4268,Fort Myers,NA,No
4269,Pharr,High,No
4270,Minneapolis,Low,No
4271,DeKalb,Low,No
4272,Kendall,High,No
4273,Glendora,High,Yes
4274,Peoria,High,No
4275,Pharr,High,No
4276,Bloomfield,High,No
4277,Waterbury,High,No
4278,Joliet,Medium,No
4279,Turlock,High,No
4280,Fort Worth,Low,No
4281,Grand Island,Low,No
4282,NA,Medium,No
4283,Pasco,High,No
4284,Racine,Medium,No
4285,Pearland,High,No
4286,Hemet,High,No
4287,NA,Low,No
4288,San Clemente,High,No
4289,Hartford,Low,No
4290,Hoboken,Low,No
4291,Gilbert,High,No
4292,Joliet,Low,No
4293,Carson,Medium,No
4294,Florence-Graham,Low,No
4295,Sioux City,Medium,No
4296,Yonkers,Medium,No
4297,Apple Valley,High,No
4298,Chandler,High,No
4299,Fort Wayne,High,No
4300,NA,Medium,No
4301,Findlay,High,No
4302,Bryan,High,No
4303,Dothan,Medium,No
4304,Bellflower,High,No
4305,Mansfield,Medium,No
4306,Westland,High,No
4307,Florence-Graham,Medium,No
4308,Hoboken,High,No
4309,Montgomery Village,Low,No
4310,Franconia,Medium,Yes
4311,Carson,Medium,No
4312,Peoria,High,No
4313,Newport News,High,No
4314,Newport News,Medium,Yes
4315,DeKalb,High,No
4316,North Bethesda,High,No
4317,Bridgewater,High,No
4318,Peoria,High,No
4319,Bolingbrook,High,No
4320,NA,High,No
4321,Detroit,High,No
4322,Pasco,Medium,No
4323,Grand Island,High,No
4324,Minnetonka,Medium,No
4325,Mesa,Medium,Yes
4326,Edinburg,High,No
4327,West Sacramento,Low,No
4328,Gilbert,Medium,No
4329,Indio,High,No
4330,Ames,Low,Yes
4331,Gilbert,Medium,No
4332,Pleasanton,High,No
4333,Apple Valley,Medium,No
4334,Joliet,Medium,No
4335,Beaverton,High,No
4336,Grand Island,Low,Yes
4337,Eau Claire,Medium,No
4338,West Sacramento,Low,No
4339,Hartford,Low,No
4340,Pearland,High,No
4341,Bryan,Medium,No
4342,Topeka,NA,No
4343,Detroit,Low,No
4344,NA,Low,No
4345,Franconia,Low,No
4346,Franconia,Medium,No
4347,Edinburg,High,No
4348,Fond du Lac,Low,Yes
4349,Newport News,High,No
4350,Franconia,Low,No
4351,Beaverton,High,No
4352,Hartford,NA,No
4353,Gilbert,Medium,No
4354,Topeka,High,No
4355,Watsonville,High,No
4356,Hamilton,High,No
4357,Passaic,High,No
4358,Minnetonka,Medium,Yes
4359,Pocatello,High,No
4360,Wilkes-Barre,High,No
4361,Westland,High,No
4362,Beaverton,NA,No
4363,North Bethesda,High,No
4364,Battle Creek,NA,No
4365,Saint Louis Park,High,No
4366,Citrus Heights,Medium,No
4367,Kendall,Medium,No
4368,Wilkes-Barre,NA,No
4369,DeKalb,Medium,Yes
4370,Gilbert,High,No
4371,Indio,Medium,No
4372,Gilbert,High,No
4373,Florence-Graham,High,No
4374,Yorba Linda,High,No
4375,North Bethesda,Medium,No
4376,Hattiesburg,High,No
4377,Bridgewater,High,No
4378,Detroit,High,No
4379,Racine,NA,Yes
4380,Minnetonka,Low,No
4381,Gilbert,High,No
4382,Elizabeth,High,No
4383,Garden Grove,Medium,No
4384,Bellflower,Medium,No
4385,Saint Louis Park,Low,No
4386,Kendall,High,No
4387,Kalamazoo,Medium,No
4388,Chico,Medium,No
4389,NA,Low,No
4390,Shelby,Medium,No
4391,Alameda,Medium,No
4392,Indio,Medium,No
4393,Athens-Clarke,Medium,No
4394,Newport News,High,No
4395,Vacaville,NA,Yes
4396,NA,Low,No
4397,Battle Creek,Medium,No
4398,Wilkes-Barre,High,No
4399,Alameda,NA,No
4400,DeKalb,High,No
4401,Minneapolis,NA,No
4402,Alameda,Low,Yes
4403,Broken Arrow,Low,No
4404,Kendall,NA,Yes
4405,Bellflower,Medium,No
4406,Alameda,Medium,No
4407,Blacksburg,Low,Yes
4408,Bloomfield,Low,No
4409,Wheaton-Glenmont,High,No
4410,Boynton Beach,High,No
4411,Edinburg,Low,No
4412,Wheaton-Glenmont,Low,No
4413,North Bethesda,Medium,No
4414,Glendora,Medium,No
4415,Joliet,Low,No
4416,Pharr,High,No
4417,Bolingbrook,Low,No
4418,Wilkes-Barre,Low,No
4419,Peoria,Medium,No
4420,West Orange,Low,No
4421,Apple Valley,Low,Yes
4422,Salt Lake City,Medium,No
4423,Pasco,High,No
4424,Sioux City,High,No
4425,Wilson,High,No
4426,Bolingbrook,Medium,No
4427,Cary,Medium,No
4428,Bolingbrook,High,No
4429,NA,High,No
4430,Crystal Lake,High,No
4431,Rockford,High,No
4432,DeKalb,High,No
4433,Pleasanton,NA,No
4434,Haverhill,High,No
4435,NA,Low,No
4436,Franconia,Low,No
4437,Vacaville,High,No
4438,Elizabeth,Low,No
4439,Fond du Lac,High,No
4440,Fond du Lac,High,No
4441,Kalamazoo,Medium,No
4442,Bridgewater,High,No
4443,Bridgewater,Low,No
4444,Cherry Hill,Medium,No
4445,Minnetonka,Low,No
4446,Athens-Clarke,Low,No
4447,DeKalb,NA,No
4448,Saint Louis Park,Medium,No
4449,Fort Myers,High,No
4450,Racine,Medium,No
4451,Austin,High,No
4452,Boynton Beach,Low,No
4453,Fort Wayne,Medium,No
4454,Walnut Creek,Medium,No
4455,Pasco,Low,Yes
4456,Pearland,Low,No
4457,Toledo,Medium,No
4458,Pasco,Medium,No
4459,Elizabeth,Medium,No
4460,North Bethesda,High,No
4461,Fort Smith,High,No
4462,Pleasanton,Low,Yes
4463,NA,NA,Yes
4464,Pleasanton,Low,No
4465,Detroit,NA,No
4466,Pharr,Medium,Yes
4467,Wilkes-Barre,Low,Yes
4468,Kalamazoo,Low,No
4469,Shelby,High,No
4470,Concord,Medium,No
4471,Sioux City,Low,No
4472,Ellicott City,Low,No
4473,Boynton Beach,High,No
4474,Gilbert,Medium,No
4475,Franconia,Medium,No
4476,Fond du Lac,Low,Yes
4477,Hilo,Medium,Yes
4478,Franconia,High,No
4479,Peoria,High,No
4480,Gilbert,Medium,No
4481,Topeka,Low,No
4482,Chico,Low,Yes
4483,Battle Creek,Low,No
4484,Hilo,Medium,No
4485,Fond du Lac,Low,No
4486,Bloomfield,High,No
4487,North Bethesda,High,No
4488,Concord,High,No
4489,Ellicott City,High,No
4490,Ames,Medium,No
4491,Fort Smith,Low,No
4492,Fort Myers,High,No
4493,Chandler,High,No
4494,Hemet,High,No
4495,Pharr,Medium,No
4496,Joliet,Low,Yes
4497,Yorba Linda,Low,No
4498,Pharr,Low,No
4499,Battle Creek,Low,No
4500,Glendora,Low,Yes
4501,Topeka,Low,No
4502,Dothan,Low,No
4503,Bloomfield,Low,Yes
4504,Glendora,Medium,Yes
4505,Watsonville,Medium,No
4506,Glendora,High,No
4507,Chandler,Low,Yes
4508,Ellicott City,High,No
4509,Alameda,Low,No
4510,Ellicott City,Low,No
4511,Chico,NA,Yes
4512,Pearland,Low,No
4513,Bridgewater,High,No
4514,Hemet,High,No
4515,Joliet,Low,Yes
4516,Peoria,High,No
4517,Carson,Medium,No
4518,Pearland,Medium,No
4519,Mansfield,High,No
4520,Bellflower,High,No
4521,Hattiesburg,Low,No
4522,NA,Medium,No
4523,Cherry Hill,Low,Yes
4524,Passaic,Low,No
4525,Minneapolis,Low,No
4526,NA,Medium,No
4527,Garden Grove,Medium,No
4528,NA,Medium,No
4529,Nashua,Medium,No
4530,Cary,High,No
4531,NA,Low,No
4532,Ames,High,No
4533,DeKalb,Medium,No
4534,Ames,Low,No
4535,Salt Lake City,Medium,No
4536,Ames,High,No
4537,Hoboken,High,No
4538,Pittsburgh,Medium,No
4539,Alameda,High,No
4540,Hilo,High,No
4541,Saint Louis Park,High,No
4542,NA,Low,No
4543,Hamilton,Low,Yes
4544,Overland Park,Medium,No
4545,Saint Louis Park,NA,No
4546,Sarasota,High,No
4547,West Orange,Low,Yes
4548,Pearland,Medium,No
4549,Pharr,Medium,No
4550,Passaic,Low,No
4551,Fort Wayne,NA,No
4552,Yonkers,NA,No
4553,Nashua,Low,No
4554,San Clemente,High,No
4555,Bloomfield,NA,Yes
4556,Apple Valley,High,No
4557,Pleasanton,High,No
4558,Toledo,High,No
4559,Fort Wayne,Medium,No
4560,Toledo,Low,Yes
4561,Somerville,Medium,No
4562,Vacaville,Low,Yes
4563,Pasco,High,No
4564,Yorba Linda,Medium,No
4565,Haverhill,Low,No
4566,Rockford,High,No
4567,Battle Creek,Low,No
4568,Hoboken,Low,Yes
4569,Saint Louis Park,NA,No
4570,Sarasota,Medium,No
4571,Garden Grove,High,No
4572,Somerville,Low,Yes
4573,Haverhill,Low,Yes
4574,Fort Smith,High,No
4575,Broken Arrow,High,No
4576,Passaic,Medium,No
4577,Pleasanton,Low,No
4578,Boynton Beach,Low,No
4579,Hartford,Low,Yes
4580,Chandler,High,No
4581,Cherry Hill,High,No
4582,Newport News,Low,No
4583,Carson,Medium,No
4584,Bellflower,Medium,No
4585,Glendora,Medium,No
4586,Hoboken,Low,Yes
4587,Joliet,Low,No
4588,Nashua,High,No
4589,Pleasanton,Medium,No
4590,Westland,High,No
4591,Haverhill,Low,No
4592,Racine,NA,Yes
4593,Crystal Lake,Medium,No
4594,West Orange,High,No
4595,Gilbert,Low,No
4596,Jupiter,Medium,No
4597,Kalamazoo,Low,No
4598,Dothan,High,No
4599,Jupiter,Medium,No
4600,Hattiesburg,Medium,No
4601,Rockford,Medium,No
4602,Hilo,Low,No
4603,Sarasota,High,No
4604,Nashua,Low,No
4605,Hemet,Low,No
4606,Pittsburgh,Low,Yes
4607,Bryan,High,No
4608,Eau Claire,Medium,No
4609,Blacksburg,High,No
4610,San Clemente,Medium,No
4611,Waterbury,High,No
4612,Edinburg,Medium,Yes
4613,Haverhill,Low,Yes
4614,NA,NA,No
4615,Charleston,Low,No
4616,Ellicott City,Low,Yes
4617,Westland,NA,Yes
4618,Carson,Low,No
4619,Broken Arrow,High,No
4620,Peoria,High,No
4621,Garden Grove,High,No
4622,Passaic,High,No
4623,West Sacramento,High,No
4624,Peoria,High,No
4625,Mesa,Low,No
4626,Shelby,High,No
4627,Garden Grove,Medium,No
4628,Apple Valley,Medium,No
4629,Franconia,Medium,No
4630,Wheaton-Glenmont,Low,Yes
4631,Yonkers,Medium,No
4632,Minnetonka,High,No
4633,Detroit,High,No
4634,Hemet,High,No
4635,Walnut Creek,Low,No
4636,Kendall,Medium,Yes
4637,Wilson,Low,No
4638,Charleston,Medium,No
4639,Watsonville,Low,No
4640,Chandler,NA,Yes
4641,Citrus Heights,High,No
4642,Hattiesburg,High,No
4643,Westland,Medium,No
4644,North Bethesda,Medium,No
4645,Rockford,Medium,No
4646,Findlay,Low,No
4647,Edinburg,High,No
4648,Cary,Low,No
4649,Apple Valley,High,No
4650,Westland,Low,No
4651,Walnut Creek,Low,Yes
4652,Carson,Low,Yes
4653,DeKalb,Low,No
4654,Gilbert,Medium,No
4655,Apple Valley,Low,Yes
4656,Minnetonka,Medium,No
4657,San Clemente,Low,Yes
4658,Pittsburgh,Medium,No
4659,Bridgewater,High,No
4660,Vacaville,Low,No
4661,Fort Wayne,Medium,No
4662,Battle Creek,Low,No
4663,Montgomery Village,Low,Yes
4664,Pittsburgh,High,No
4665,West Sacramento,High,No
4666,NA,Low,No
4667,Austin,High,No
4668,NA,High,No
4669,Pearland,Medium,No
4670,Haverhill,Low,No
4671,Mesa,Low,Yes
4672,NA,High,No
4673,Rockford,High,No
4674,Fond du Lac,Low,No
4675,Boynton Beach,Medium,No
4676,Pasco,High,No
4677,Joliet,Medium,No
4678,Yorba Linda,High,No
4679,Cherry Hill,High,No
4680,Carson,High,No
4681,Peoria,High,No
4682,Findlay,NA,Yes
4683,Grand Island,Medium,No
4684,Apple Valley,Medium,No
4685,San Buenaventura,Low,Yes
4686,Ames,Low,No
4687,Turlock,Low,No
4688,Crystal Lake,High,No
4689,Wilkes-Barre,Medium,No
4690,Citrus Heights,High,No
4691,Minnetonka,Medium,No
4692,West Orange,High,No
4693,Boynton Beach,Low,Yes
4694,Yonkers,High,No
4695,Rockford,Medium,No
4696,Elizabeth,High,No
4697,North Bethesda,Low,Yes
4698,Pasco,High,No
4699,Yorba Linda,Medium,No
4700,Bloomfield,Low,No
4701,Garden Grove,Low,Yes
4702,Overland Park,Medium,No
4703,Wilson,Low,No
4704,Hattiesburg,High,No
4705,Kalamazoo,Low,Yes
4706,Pasco,Medium,No
4707,Carson,High,No
4708,San Clemente,Medium,No
4709,Haverhill,High,No
4710,Grand Island,High,No
4711,Hamilton,Medium,No
4712,Ames,Medium,Yes
4713,Charleston,Medium,No
4714,Overland Park,Medium,No
4715,NA,Low,No
4716,Peoria,Medium,No
4717,Pearland,Medium,No
4718,Dothan,High,No
4719,Bellflower,Medium,No
4720,Bellflower,NA,Yes
4721,Ellicott City,NA,Yes
4722,Boynton Beach,Medium,No
4723,San Clemente,Medium,No
4724,Chico,Low,No
4725,Shelby,High,No
4726,Hattiesburg,High,No
4727,Glendora,Medium,No
4728,Concord,Medium,No
4729,Joliet,Medium,Yes
4730,Garden Grove,Low,No
4731,Apple Valley,Medium,No
4732,NA,Medium,No
4733,Westminster,High,No
4734,Rockford,Medium,No
4735,Turlock,High,No
4736,Edinburg,Low,No
4737,Minneapolis,Low,No
4738,San Buenaventura,Low,No
4739,Bryan,Low,No
4740,Athens-Clarke,Low,Yes
4741,North Bethesda,Low,Yes
4742,Kalamazoo,Low,No
4743,Hemet,Medium,No
4744,Hamilton,High,No
4745,Charleston,Low,No
4746,Florence-Graham,High,No
4747,Pittsburgh,Low,Yes
4748,Wilson,Medium,No
4749,Hamilton,Low,No
4750,Chico,NA,No
4751,Ellicott City,Medium,No
4752,NA,Low,No
4753,Fort Wayne,Low,No
4754,Bellflower,Low,No
4755,Topeka,Low,No
4756,Edinburg,Medium,No
4757,Wilkes-Barre,High,No
4758,Sarasota,Medium,No
4759,Hemet,High,No
4760,Fort Wayne,Medium,No
4761,Hilo,Medium,No
4762,DeKalb,High,Yes
4763,Fond du Lac,Medium,No
4764,Pleasanton,High,No
4765,West Sacramento,Low,No
4766,Franconia,High,No
4767,San Buenaventura,High,No
4768,Wilkes-Barre,High,No
4769,Hartford,Medium,No
4770,NA,High,No
4771,Nashua,High,No
4772,Minnetonka,High,No
4773,Gilbert,High,No
4774,Hilo,Low,Yes
4775,Glendora,Medium,Yes
4776,Hattiesburg,High,No
4777,Haverhill,Low,No
4778,Newport News,Medium,No
4779,Peoria,High,No
4780,Elizabeth,Medium,No
4781,Garden Grove,Low,No
4782,Fort Myers,Low,No
4783,Apple Valley,High,No
4784,Montgomery Village,High,No
4785,Bridgewater,Medium,No
4786,Pasco,Low,No
4787,Boynton Beach,Medium,No
4788,Battle Creek,Low,No
4789,Mesa,High,No
4790,Fort Wayne,High,No
4791,Chico,Low,No
4792,Pearland,Low,No
4793,Athens-Clarke,Low,No
4794,Carson,Medium,No
4795,Mesa,Low,No
4796,Fort Wayne,High,Yes
4797,NA,NA,No
4798,Cary,Medium,No
4799,Charleston,Medium,No
4800,Bellflower,High,No
4801,Peoria,Low,No
4802,Fort Smith,Medium,No
4803,San Buenaventura,High,No
4804,Glendora,Low,No
4805,Edinburg,Medium,Yes
4806,Topeka,Medium,No
4807,Racine,Low,Yes
4808,Florence-Graham,High,No
4809,Watsonville,NA,Yes
4810,Ellicott City,High,No
4811,Concord,High,No
4812,Grand Island,NA,Yes
4813,Fort Wayne,High,No
4814,Nashua,High,No
4815,Passaic,NA,Yes
4816,Waterbury,NA,Yes
4817,Mansfield,NA,No
4818,Wheaton-Glenmont,Medium,Yes
4819,Hattiesburg,Medium,No
4820,NA,Medium,Yes
4821,NA,Low,Yes
4822,Shelby,Medium,No
4823,Pittsburgh,Low,No
4824,Citrus Heights,Low,Yes
4825,Vacaville,Low,No
4826,Waterbury,Medium,No
4827,Citrus Heights,Low,Yes
4828,Pleasanton,Medium,No
4829,Hartford,Medium,No
4830,Austin,High,No
4831,Hoboken,Medium,No
4832,Gilbert,Medium,No
4833,Pasco,High,No
4834,Pasco,High,No
4835,Fort Wayne,High,No
4836,Sioux City,High,No
4837,Beaverton,Medium,No
4838,Fort Wayne,Medium,No
4839,Hamilton,Low,No
4840,Mesa,High,No
4841,Peoria,Medium,No
4842,Pleasanton,Low,No
4843,Chandler,Medium,No
4844,Hemet,Medium,No
4845,Blacksburg,Low,No
4846,Watsonville,Medium,Yes
4847,Newport News,High,No
4848,Dothan,Medium,No
4849,Grand Island,Medium,Yes
4850,Crystal Lake,Low,No
4851,Elizabeth,High,No
4852,Boynton Beach,Low,No
4853,North Bethesda,Low,No
4854,North Bethesda,Low,No
4855,Garden Grove,High,No
4856,Bridgewater,Low,No
4857,Hoboken,High,No
4858,Fond du Lac,Medium,No
4859,Overland Park,Medium,No
4860,Wilson,High,No
4861,Toledo,Low,Yes
4862,Lynwood,Low,No
4863,Saint Louis Park,High,No
4864,Glendora,Medium,No
4865,Montgomery Village,Medium,No
4866,Ellicott City,Medium,No
4867,Detroit,NA,Yes
4868,Athens-Clarke,High,No
4869,Hemet,NA,Yes
4870,Gilbert,Low,No
4871,Austin,Low,Yes
4872,Cary,Medium,No
4873,Apple Valley,Medium,No
4874,Dothan,Medium,No
4875,Westland,High,No
4876,Findlay,High,No
4877,Garden Grove,Low,No
4878,Beaverton,Medium,No
4879,Yonkers,Medium,No
4880,Sioux City,Low,Yes
4881,Kalamazoo,Low,Yes
4882,Pasco,NA,No
4883,Fond du Lac,Medium,No
4884,Charleston,Medium,No
4885,Kendall,High,No
4886,Wilkes-Barre,High,No
4887,Chandler,Low,Yes
4888,NA,High,No
4889,Charleston,Low,No
4890,Topeka,Medium,No
4891,Peoria,Low,Yes
4892,Blacksburg,Low,No
4893,Pharr,Medium,No
4894,Mesa,High,No
4895,Indio,Low,No
4896,Sioux City,Low,Yes
4897,Hartford,Low,No
4898,Florence-Graham,Low,Yes
4899,Fort Smith,Medium,No
4900,Bolingbrook,Medium,No
4901,Kalamazoo,Low,Yes
4902,Grand Island,High,No
4903,Saint Louis Park,High,No
4904,Blacksburg,High,No
4905,Franconia,Medium,No
4906,Westminster,Medium,No
4907,Crystal Lake,Medium,No
4908,West Sacramento,Medium,No
4909,Wilson,NA,No
4910,Apple Valley,High,No
4911,Bolingbrook,High,No
4912,Haverhill,Medium,No
4913,Rockford,Medium,No
4914,Detroit,Low,No
4915,Yorba Linda,Medium,No
4916,Bolingbrook,NA,No
4917,Wilkes-Barre,High,No
4918,Dothan,Low,No
4919,Bridgewater,Low,Yes
4920,Grand Island,Low,No
4921,Grand Island,Low,No
4922,Mesa,Medium,No
4923,Gilbert,Low,No
4924,San Buenaventura,High,No
4925,Pearland,Medium,No
4926,Minneapolis,Low,No
4927,Mansfield,Low,No
4928,Cary,High,No
4929,San Buenaventura,Medium,No
4930,Austin,Medium,No
4931,Franconia,High,No
4932,Topeka,NA,No
4933,Carson,High,No
4934,Toledo,High,No
4935,San Clemente,High,No
4936,Boynton Beach,Medium,No
4937,Chandler,High,No
4938,Chandler,High,No
4939,San Clemente,Low,No
4940,Minnetonka,Low,No
4941,Pocatello,Medium,No
4942,Minneapolis,High,No
4943,Turlock,Medium,No
4944,Eau Claire,High,No
4945,Watsonville,High,No
4946,Broken Arrow,High,No
4947,Mesa,Low,No
4948,Somerville,Low,No
4949,Joliet,Low,No
4950,San Clemente,Medium,No
4951,Franconia,High,No
4952,Chandler,High,No
4953,Pearland,High,No
4954,NA,Low,No
4955,Fort Worth,Low,No
4956,Franconia,Medium,No
